timestamp,JNJ,PG,DUK,VIG,IEF
2025-05-21 04:00:00,153.18,165.43,116.44,195.6,93.15
2025-05-22 04:00:00,152.61,165.03,115.57,194.92,93.5
2025-05-23 04:00:00,152.94,165.86,116.49,194.33,93.77
2025-05-27 04:00:00,153.25,167.76,116.38,197.9,94.16
2025-05-28 04:00:00,152.43,167.36,114.45,196.6,93.9
2025-05-29 04:00:00,153.58,168.56,115.45,197.34,94.29
2025-05-30 04:00:00,155.21,169.89,117.72,197.93,94.57
2025-06-02 04:00:00,155.4,167.78,117.23,198.78,93.94
2025-06-03 04:00:00,154.42,166.85,116.73,200.08,93.85
2025-06-04 04:00:00,153.22,165.95,115.98,199.93,94.54
2025-06-05 04:00:00,153.66,162.8,115.74,199.27,94.26
2025-06-06 04:00:00,155.03,164.02,115.23,200.45,93.51
2025-06-09 04:00:00,155.23,162.56,115.47,200.07,93.68
2025-06-10 04:00:00,156.45,162.84,116.33,201.36,93.84
2025-06-11 04:00:00,155.26,162.11,116.35,201.27,94.23
2025-06-12 04:00:00,156.66,163.18,117.28,202.64,94.64
2025-06-13 04:00:00,157.1,160.28,116.86,200.46,94.29
2025-06-16 04:00:00,155.22,160.88,115.4,201.16,94.02
2025-06-17 04:00:00,152.38,158.52,114.79,199.54,94.48
2025-06-18 04:00:00,150.73,158.02,114.58,199.14,94.54
2025-06-20 04:00:00,149.79,159.08,115.4,198.93,94.6
2025-06-23 04:00:00,151.32,161.03,116.97,201.01,94.93
